content,creationTime,nickname,referenceName,content_type
产品不带接水管，第一次碰到，都是套路。而且加热起来很慢。以前的旧热水器拆卸费加收30.,2018-10-26 07:12:27,程***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错！,2018-10-26 06:24:24,j***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
啥都满意，就是说最高收200的安装费，为啥我装完收了我249&hellip;,2018-10-26 04:02:47,h***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器挺好的。安装师傅也挺挺好说话的。,2018-10-26 01:58:21,1***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
非常好非常好非常好的产品，物流很快，非常满意安装非常满意。,2018-10-26 01:00:43,大***敏,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
暂时没什么问题，用用再看,2018-10-26 00:01:58,我***儿,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器性价比很好，安装师傅服务态度好。但是花了2***洋买的随机配件质量很差。第一次，热水管漏水。第二次师傅过来装好后，用完热水，花洒关不住，一直流水。不是漏水，是花洒里面的水要一直流三五分钟，等到流完水才会停。210块。不值。建议自己买配件。（当时也是相信京东配套的配件应该不错，结果失望了?）配件差评。,2018-10-26 00:00:31,c***阳,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东自营的东西还是很相信的，物流也快。但是这个单我给差评，原因如下：1说好的包安装，结果呢？不买他的水管就不给我安装！捆绑交易。2两条水管*块钱的东西要收我*人民币！真当我们这些个小老百姓个个家里有矿怎么的？3不给我安装还发信息问我是不是自己同意的？不同意能怎么办？我自己来搞半个小时加*块钱就搞定的事要拿两百请你去搞？头一次在京东自营买东西发这么大火的。,2018-10-25 23:55:41,小***怒,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品很赞，物流给力！,2018-10-25 23:51:54,4***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品很赞，物流给力！,2018-10-25 23:51:44,4***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东的物流速度，没的说，装好一起大概1300多，还没开始用，过段时间再评价,2018-10-25 23:21:34,M***石,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
发货快，服务好，安装师傅安装仔细、态度好。非常满意,2018-10-25 23:20:33,j***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错很好不错很好,2018-10-25 22:52:44,h***o,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
一款很实用的热水器，值得选购，美观实用，使用方便便捷,2018-10-25 22:19:52,长***石,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
这是帮我们队孩子买的第三个热水器了,2018-10-25 22:11:19,珍***莎,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西不错，就是控制面板左下角好像脱胶了,2018-10-25 21:49:05,博***记,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装好了，好不好用要过段时间才知道了,2018-10-25 21:49:01,F***L,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装服务太度非常好！,2018-10-25 21:15:03,正***正,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很好好好好好,2018-10-25 21:00:49,h***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
只有主机和遥控，没有开关和花酒，安装态度非常差！还被骂,2018-10-25 20:54:55,钟***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
美的的热水器还是不错，加热速度快美观。好用！,2018-10-25 20:47:15,无钱无色,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
价格不错，囤货，习惯性好评！,2018-10-25 20:46:45,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东就是快，师傅也是安装也快，安装师傅服务挺好，客服也很好,2018-10-25 20:30:31,j***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-25 20:11:16,z***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务超五星，比别家好很多。,2018-10-25 20:04:04,f***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
双管很给力、热水超快，相信京东的产品质量,2018-10-25 19:52:22,j***k,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货快，安装快，用起来也很方便，海边度@小屋里的设备，不错不错,2018-10-25 19:39:42,h***l,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-25 19:19:12,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
棒棒好用,2018-10-25 19:14:48,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
看了很多款热水器，最终选择美的（Midea）80升电热水器5倍增容A＋能效遥控预约LED角触控大屏F6021－~7（HE），首先机器外型高端大气上档次，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e＋增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢,2018-10-25 19:11:08,美***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错,2018-10-25 19:01:33,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货非常快，样子非常好看，操作简单，性价比好，值得购买,2018-10-25 18:59:03,Y***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很满意，下单第二天就到了，安装也很快。,2018-10-25 18:56:41,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
挺好的打电话第二天就上门安装了,2018-10-25 18:52:35,社***貂,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西还不错，快递师傅很给力,2018-10-25 18:46:05,小***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-25 18:43:31,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
22号买的23好就安装上了，美的大品牌值得信赖的，安装师傅我的态度很好，热水器已经上已经用了好几天了，一切正常美的热水器开机一点声音都没有。加热速度也可以棒棒棒.售后客服服务态度也很好，及时的询问安装情况。,2018-10-25 18:36:41,jd_￠小溪潺潺,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
前前后后一共买了18台，不管是客服、物流、售后都非常给力，美的大品牌，值得信赖,2018-10-25 18:36:17,宾***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅非常用心，机器非常好,2018-10-25 18:32:01,j***f,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已经收到货了，送货师傅态度很好，商品质量很棒，非常愉快的一次购物！,2018-10-25 17:53:10,4***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已经收到货了，送货师傅态度很好，商品质量很棒，非常愉快的一次购物！,2018-10-25 17:52:59,4***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
快递挺快，安装师傅干的挺好。,2018-10-25 17:52:37,d***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
挺好的,2018-10-25 17:46:45,王***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"买电器大部分都是在京东上买的。物流非常超级快。
安装师傅更是效率非常高。非常的专业。熟练。不懂得也会耐心的告诉你。包括如何使用。特别细致。本来约的是两点安装。安装师傅一点多就到了。特别守时。安装也是按收费标准收费的。非常满意。会继续选择京东选择美的。",2018-10-25 17:44:44,1***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
应该是很好的?,2018-10-25 17:40:20,j***w,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已经是京东的老客户了，京东的物流速度没得说，很快，服务态度也不错，加油,2018-10-25 17:18:28,l***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很不错，到货就安装好了,2018-10-25 17:18:25,小***5,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
美的热水器质量很好，安装师傅服务态度好，收费合理。,2018-10-25 17:09:10,j***5,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
美的的产品一直都是很放心的，对京东的电器类的东西都是比较相信的&hellip;&hellip;都很完美,2018-10-25 16:31:31,宸***饰,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西不错刚开始不会用。昨天装好加热好水关机拔电到今天下午水都是滚烫的。牛B。,2018-10-25 16:28:53,铭***Y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错的,2018-10-25 16:28:43,依***航,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错，挺好的,2018-10-25 15:58:37,痕***迹,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-25 15:53:42,j***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
配送速度很快，赞一个！,2018-10-25 15:47:32,问***酬,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-25 15:47:01,5***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-25 15:46:52,5***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-25 15:46:42,5***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货速度快，师傅人很好,2018-10-25 15:35:38,无***福,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错,2018-10-25 15:19:28,3***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
今天买的今天就到了，快递小哥一口气上五楼，特别谢谢，感谢京东感谢快递员！安装师傅电话过来了，周末到位！520个赞！,2018-10-25 15:15:39,快***児,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
满意，送货速度快，安装也快，烧的挺快，保温效果也还行。,2018-10-25 15:09:05,l***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
还没有安装，回头上图,2018-10-25 15:08:42,敏***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
只有热水器，其它啥都没有，不要在京东上买了,2018-10-25 14:56:12,j***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
reshuiqi已经收到，还没有安装，物流速度很快！,2018-10-25 14:50:54,洪***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
