	评论
68	两天就收到了。迫不及待的安装上，运行很快，画面清晰。非常满意。
69	性价比高，不错很满意
70	是正品，而且价格不贵，外观看着也很大气，一直在用，很好🎉✨
71	跟好，客服态度很好
72	此用户没有填写评论!
73	此用户没有填写评论!
74	笔记本电脑不错，高好课程到高中，今天收到快递就开机试用了，速度外观都没得说
75	运行挺快的，打游戏不卡，搜索引擎反应很灵敏。
76	还可以，
77	笔记本电脑配置非常高，配置齐全，性能强，运行速度快
78	开始不太敢下单的最后跟客服了解之后，客服很细心，收到后也非常喜欢，太好看了，好评好评
79	电脑配置很不错，用起来也很流畅，运行速度也很快，很满意。
80	运行快，配置都是全新的，屏幕色彩分明很清晰，非常不错
81	运行速度快，款式也好看，感觉还不错
82	这个电脑还行，挺不错的，也挺好看，主要是价格实惠，用的也不错，我的小妹很高兴，很高兴，他可以安心上学啦，
83	此用户没有填写评论!
84	东西收到了哦，东西真的很好，物流也非常的快，昨天的单，今天就收到了，非常喜欢，下次还来这家店买，很值得推荐的东西！很棒！
85	收到货了，感觉还行。比较流畅，客服服务态度较好，物流也比较快。其他的都可以
86	包装精美，网速快不卡顿，价格实惠性价比高
87	收到了，物流很快。包装很严实，检查过了没有问题，用上几天了。很流畅运行快，对比实体店性价高
88	包装精美，外形时尚，绝对比很多品牌电脑都漂亮大方；使用起来速度也非常的快，下载各类软件都正常使用，非常适合办公追剧
89	携带方便省事，最主要是好用，，工作起来方便了许多。
90	此用户没有填写评论!
91	非常好电脑流畅 性价比很高 办公打游戏都可以
92	和图片上一样，很满意！性价比很高同事看了也想要。
93	包装很好，没有划痕，运行速度很快，画面清晰，触屏灵敏，物流很快，喜欢
94	物流很快，隔天就到。包装保存完美。基本上没问题，用起来非常流畅。
95	体验感非常好 流畅无卡顿 尺寸也合适 用来在家打游戏办公都方便
96	店家服务态度很好，很耐心的讲解，收到很满意
97	运行快，稳定性好，外出携带也方便
98	物流快，运行工作也不卡顿，显卡稳定，整体来说买的值得
99	电脑颜色好看，很大气，质量很好一点也不卡顿，好用。
100	电脑质量超好.功能齐全.性价比超高.推荐购买
101	显卡效果：好 电脑性能：快
102	物美价廉！
103	到货块。效果给力。。物美价廉，值得购买。品牌的东西就是不错。。。
104	笔记本很薄 本来觉得银色不好看 见到实物以后拉丝银 非常漂亮 电脑反应速度也挺快的 使用了一下没发现什么不好的问题 支持国产 也相信戴睿会做的越来越好 在这里也表扬一下客服 安其拉 很不多的客服 不懂的问题也能很及时回复我 很有耐心 给力
105	笔记本超薄，好用，顺畅，推荐
106	办公速度可以，发货速度快，中间声音问题，客服也很快的解决了问题，整体还满意！
107	笔记本到了，很喜欢，用着也很好上网速度快，办公用很不错
108	包装很好，是正品，反应很快，屏幕清晰
109	性价比高，非常好用，散热效果好，电池续航能力强
110	🎁非常漂亮，做工精细，颜值担当，非常方便，🔮喜欢的朋友可以下手！
111	商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸
112	笔记本运行速度可以，挺喜欢的！
113	包装完好，质量好，价位合理，效果满意
114	好用，手速手感都不错，内存大不卡机。
115	很不错，物流非常快，服务态度也很好
116	款式很漂亮，比想象中的好看，性能也不错，这个价格来说，很值了。买回来用了一段时间才来评价，我觉得会相对客观一点，目前用着不错，推荐购买。芈月客服耐心解答我一些问题，不错，表扬
117	商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~
118	宝贝收到立马打开试试，真的是颜值担当，用来办办公，看看电视真的不错，还能玩玩小游戏，价格这么实惠，推荐朋友下单了。
119	运行流畅，画面感超强，不错的一次购物
120	笔记本已经收到，正在使用，感觉速度挺快的，用起来手感挺好的
121	特别好看，轻薄，而且好用。推荐给了同事也购买了。不仅可以办公，打游戏也完全不卡！真的推荐。而且这个价格，真的非常实惠了。现在活动还好，推荐大家买！！冲啊
122	好评   玩  cf  dmf    lol  王者  吃鸡   一点都不卡  很丝滑   炒股  玩游戏看电影够用了  建议买512g  4k屏幕  很漂亮   很清楚   电池  待机可以待   5个小时左右   关闭状态 几十个小时不是问题   电脑很大  价格很划算  各方面都还不错  对得起这个价格   喜欢的可以入手了  性价比很高
123	物流超快，卖家服务好，电脑也很棒
124	不错性价比较高，非常好用，不错哦，下次还来这买
125	电脑运行速度蛮快，办公够用了！
126	运行速度很快，价格合理，好用。
127	笔记本收到了，运行流畅挺好的
128	电脑包装精美，开机很快，网速非常好，满意
129	电脑已收到，不管是漂亮的外观，还是电脑的性能，都很棒，超值的体验！！
130	此用户没有填写评论!
131	看了好几家这家性价比最高，回来真心不错
132	物流快，质量很好，是正品不卡顿，价格实惠
133	很漂亮，办公用，经济实惠
134	此用户没有填写评论!
135	外观好看，这是我买的第一个电脑，目前还是比较满意就是电量有的不行，用得太快了，总的来说对得起这个价位
136	此用户没有填写评论!
137	电脑很好，客服也很热情，值得购买
138	这个产品和它价位相比来说，还是很合适的
139	速度很快，很好用，打游戏，办公都合适。
140	电脑挺好的，外观很大气，挺喜欢的
141	此用户没有填写评论!
142	刚用不久，感觉还行，等再用一段时间又看，售后服务不太满意
143	我自认为很好，就是不送东西就难受
144	666 其他特色：666 外观材质：666 显卡效果：666 电脑性能：666
145	显示器有点瑕疵，不影响使用，其他还好，性价比很高，售后也到位。
146	还可以，打游戏流畅不卡，打开快
147	发货很快，刚好急用，速度很快，这个价位买到，值了。
148	质量不错，感觉很好用的，性价比挺高
149	这个电脑很好用，值得推荐给大家
150	电脑质量非常好，很好用
151	质量不错，内存容量很大，好评
152	电脑不错 之前还准备考虑其他品牌的 结果想了想 用过戴尔的 就买了这一个，挺不错的 红色 挺可以 很喜欢
153	宝贝真不错，做的真细心，值得拥有，快递很快
154	开机，运行速度都很赞，最让我开心的是4K屏幕真的表现非常优秀，色彩饱满，靓丽👍👍👍
155	刚刚拿到第一天，就进不去系统，垃圾的一批，客服回复消息还慢，大家不要买
156	刚收到货，物流很快，感觉挺好用，比想象中的好！具体的后续使用中，会再来评价！性价比更高！
157	电脑散热效果很棒，屏幕清晰，开机只要几秒钟，超级快，运行很流畅，外观屏幕两边是窄边，喜欢这种外观商务，满意！有需要下次还来！
158	"质量非常好，赶上活动购买非常的划算,满意"
159	喇叭全是斥斥的声音，音效特别差！一开机就发现杂音大
160	刚拿到手就是破的，运行也很卡，不知道怎么就笔记本销量第一了，说实话，真的一分钱一分货，说的补偿，也迟迟不补偿，天天问，天天没行动，售后真的差劲
161	物流很快，内存大容量足，操作流畅不卡顿，性价比较高，值得拥有噢
162	电脑运行流畅，运行速度快 物流给力
163	外观材质：好看
164	质量很好有保障，真的不错
165	总体来说还可以编程序有点小卡，办公刷剧足够了，玩游戏没有试过，屏幕显示效果还不错挺清晰的。外观也挺漂亮的，在用一段时间看看吧，到时候追加评论。
166	笔记本已经收到了非常好用，啊，速度很快，店家很用心，包装特别好，物流配送也很快，非常满意。
167	挺不错的，价格也合适，喜欢。
168	显示差  体验差   看腾讯视频 有延迟
169	此用户没有填写评论!
170	笔记本不错上学带着蛮方便的
171	此用户没有填写评论!
172	笔记本电脑反应速度快！配送及时！
173	笔记本质量很好是正品！外观漂亮大气性价比高！运行速度很快很流畅！使用很方便！
174	昨天10点收到，开始激活电脑，因为是4K屏，清晰度很好，看电影睇视频，非常清楚，听歌，声音足够大，没有其它杂音，电脑开了9个钟，正体温度基本微温，屏幕够大，这个价钱，有这样的电脑，深感满足，一致好评，值得拥有。感谢平台的姑娘指点，多谢。
175	物流特别快，收到宝贝就喜欢上了，这颜值我超喜欢
176	收到就用了，整机外观设计漂亮，看上去很大气而不做作，固态硬盘的开机速度杠杠的快，和我以前的老机器完全不在一个数量级上。运行流畅噪声也比较小，日常办公看视频运行很流畅，支持国货！
177	收到宝贝了，很适合孩子用的，转换速度很快，很满意了
178	笔记本颜值高，屏幕高清，视角广，用着顺手，使用一段时间后再来反馈。
